year,cylinders,fuel,mileage,body,doors,drivetrain,price
2024,4.0,4,7.0,6,4.0,0,50915.0
2024,4.0,3,0.0,6,4.0,1,34730.0
2024,6.0,3,0.0,6,4.0,1,40925.0
2023,4.0,3,14.0,6,4.0,1,25999.0
2024,6.0,3,9.0,6,4.0,1,47744.0
2024,4.0,3,8.0,6,4.0,2,25515.0
2024,4.0,4,0.0,6,4.0,2,33590.0
2024,6.0,3,8.0,4,4.0,2,38954.0
2024,6.0,3,0.0,6,4.0,1,53455.0
2024,4.0,4,11.0,6,4.0,1,54899.0
2024,6.0,3,87.0,6,4.0,0,48000.0
2024,4.0,3,2.0,6,4.0,0,55399.0
2024,4.0,3,18.0,6,4.0,0,42436.0
2024,4.0,3,2.0,6,4.0,0,55399.0
2024,6.0,3,0.0,6,4.0,1,47175.0
2024,4.0,3,1.0,5,4.0,0,37325.0
2024,6.0,3,8.0,6,4.0,1,59674.0
2024,3.0,3,10.0,6,4.0,1,35010.0
2024,4.0,4,26.0,6,4.0,1,65295.0
2024,4.0,3,8.0,6,4.0,3,43685.0
2025,4.0,3,8.0,6,4.0,3,53915.0
2024,8.0,3,10.0,5,4.0,1,54585.0
2024,6.0,4,1.0,5,4.0,1,60573.0
2023,6.0,3,5.0,0,3.0,2,61006.0
2024,3.0,3,8.0,6,4.0,2,30798.0
2024,4.0,4,10.0,6,4.0,0,50590.0
2024,4.0,3,11.0,6,4.0,0,28998.0
2024,6.0,3,1.0,6,4.0,1,84935.0
2024,4.0,4,7.0,6,4.0,0,40933.0
2024,4.0,3,2077.0,6,4.0,2,32625.0
2024,6.0,3,5.0,6,4.0,0,46000.0
2024,6.0,4,10.0,5,4.0,3,71146.0
2024,3.0,3,4.0,6,4.0,0,33071.0
2024,4.0,3,5.0,6,4.0,0,52445.0
2024,4.0,3,7.0,6,4.0,3,40940.0
2024,6.0,3,6.0,6,4.0,1,50184.0
2024,6.0,3,186.0,0,3.0,2,68095.0
2024,4.0,5,4.0,6,4.0,0,50599.0
2024,6.0,3,9.0,5,4.0,3,37946.0
2024,4.0,3,5.0,6,4.0,2,25515.0
2024,4.0,3,10.0,5,4.0,0,36499.0
2023,8.0,3,13.0,6,4.0,0,47280.0
2024,6.0,3,188.0,0,3.0,2,68095.0
2023,8.0,3,5.0,6,4.0,0,46835.0
2023,6.0,3,17.0,0,3.0,2,66375.0
2024,8.0,3,10.0,6,4.0,0,57486.0
2024,4.0,3,12.0,2,4.0,0,56105.0
2024,4.0,4,3.0,7,4.0,0,57545.0
2024,4.0,4,11.0,7,4.0,2,32520.0
2024,4.0,3,5.0,6,4.0,0,35683.0
2023,8.0,3,18.0,7,4.0,3,65075.0
2024,4.0,3,10.0,7,4.0,2,29895.0
2024,4.0,3,73.0,6,4.0,0,38546.0
2024,4.0,4,10.0,6,4.0,0,42790.0
2024,4.0,3,15.0,6,4.0,2,30829.0
2023,6.0,3,15.0,7,4.0,3,35913.0
2024,4.0,3,12.0,2,4.0,0,57835.0
2024,4.0,3,1.0,5,4.0,0,33160.0
2024,4.0,3,5.0,6,4.0,2,24979.0
2024,4.0,4,0.0,6,4.0,0,47234.0
2024,4.0,3,11.0,6,4.0,1,31200.0
2024,4.0,3,1.0,5,4.0,0,41975.0
2024,4.0,4,15.0,6,4.0,0,35744.0
2024,4.0,3,14.0,6,4.0,0,36532.0
